"gene_id"	"chromosome"	"geneStart"
"ENSG00000141977.5"	"chr19"	16272179
"ENSG00000141979.4"	"chr19"	16589878
"ENSG00000141985.5"	"chr19"	4360367
"ENSG00000141994.11"	"chr19"	5784843
"ENSG00000142002.12"	"chr19"	4675236
"ENSG00000142025.11"	"chr19"	42348806
"ENSG00000142039.3"	"chr19"	41816094
"ENSG00000142046.10"	"chr19"	41856816
"ENSG00000142065.9"	"chr19"	36827162
"ENSG00000142149.4"	"chr21"	33245628
"ENSG00000142156.10"	"chr21"	47401651
"ENSG00000142166.8"	"chr21"	34696734
"ENSG00000142168.10"	"chr21"	33031935
"ENSG00000142173.10"	"chr21"	47518011
"ENSG00000142178.7"	"chr21"	44834395
"ENSG00000142182.4"	"chr21"	45666222
"ENSG00000142185.12"	"chr21"	45770046
"ENSG00000142186.12"	"chr11"	65292548
"ENSG00000142188.12"	"chr21"	34804792
"ENSG00000142192.16"	"chr21"	27252861
"ENSG00000142197.8"	"chr21"	37529080
"ENSG00000142207.5"	"chr21"	33683329
"ENSG00000142208.11"	"chr14"	105235686
"ENSG00000142224.11"	"chr1"	206972215
"ENSG00000142227.6"	"chr19"	48824766
"ENSG00000142230.7"	"chr19"	47616531
"ENSG00000142233.7"	"chr19"	49164664
"ENSG00000142235.4"	"chr19"	48988528
"ENSG00000142252.6"	"chr19"	45582453
"ENSG00000142273.6"	"chr19"	45281126
"ENSG00000142279.8"	"chr19"	34971874
"ENSG00000142303.9"	"chr19"	8645126
"ENSG00000142319.14"	"chr5"	1392909
"ENSG00000142327.7"	"chr2"	241505221
"ENSG00000142330.15"	"chr2"	241526133
"ENSG00000142347.12"	"chr19"	8585674
"ENSG00000142405.17"	"chr19"	54296857
"ENSG00000142408.2"	"chr19"	54466294
"ENSG00000142409.4"	"chr19"	56598732
"ENSG00000142444.6"	"chr19"	11039409
"ENSG00000142449.8"	"chr19"	8130286
"ENSG00000142453.7"	"chr19"	10982189
"ENSG00000142459.4"	"chr19"	7895119
"ENSG00000142484.5"	"chr17"	4675179
"ENSG00000142494.9"	"chr17"	19398698
"ENSG00000142507.5"	"chr17"	4699439
"ENSG00000142511.4"	"chr19"	51273721
"ENSG00000142512.10"	"chr19"	51913275
"ENSG00000142513.4"	"chr19"	51293672
"ENSG00000142515.10"	"chr19"	51358171
"ENSG00000142528.11"	"chr19"	50528971
"ENSG00000142530.6"	"chr19"	50970042
"ENSG00000142534.2"	"chr19"	49999622
"ENSG00000142538.1"	"chr19"	49925671
"ENSG00000142539.9"	"chr19"	50919056
"ENSG00000142541.12"	"chr19"	49990811
"ENSG00000142544.6"	"chr19"	51600863
"ENSG00000142546.9"	"chr19"	50058968
"ENSG00000142549.9"	"chr19"	51815102
"ENSG00000142552.3"	"chr19"	50030875
"ENSG00000142556.14"	"chr19"	52516018
"ENSG00000142583.13"	"chr1"	9095166
"ENSG00000142599.13"	"chr1"	8412457
"ENSG00000142606.11"	"chr1"	2522078
"ENSG00000142609.13"	"chr1"	1853396
"ENSG00000142611.12"	"chr1"	2985732
"ENSG00000142615.7"	"chr1"	15783223
"ENSG00000142619.4"	"chr1"	17575593
"ENSG00000142621.15"	"chr1"	15573768
"ENSG00000142623.8"	"chr1"	17531621
"ENSG00000142627.9"	"chr1"	16450832
"ENSG00000142632.12"	"chr1"	16524349
"ENSG00000142634.8"	"chr1"	15736391
"ENSG00000142655.8"	"chr1"	10532345
"ENSG00000142657.16"	"chr1"	10458649
"ENSG00000142661.14"	"chr1"	24382525
"ENSG00000142669.9"	"chr1"	26605667
"ENSG00000142675.13"	"chr1"	26503894
"ENSG00000142676.8"	"chr1"	24018269
"ENSG00000142677.3"	"chr1"	24446261
"ENSG00000142684.7"	"chr1"	26496362
"ENSG00000142686.7"	"chr1"	36179476
"ENSG00000142687.13"	"chr1"	35899091
"ENSG00000142694.6"	"chr1"	36787632
"ENSG00000142698.10"	"chr1"	34632484
"ENSG00000142700.7"	"chr1"	50883222
"ENSG00000142731.6"	"chr4"	128802016
"ENSG00000142733.10"	"chr1"	27681675
"ENSG00000142748.8"	"chr1"	27695603
"ENSG00000142751.10"	"chr1"	27202624
"ENSG00000142765.13"	"chr1"	27668513
"ENSG00000142784.11"	"chr1"	27561007
"ENSG00000142789.15"	"chr1"	22328149
"ENSG00000142794.14"	"chr1"	21766621
"ENSG00000142798.12"	"chr1"	22148738
"ENSG00000142856.12"	"chr1"	63906441
"ENSG00000142864.10"	"chr1"	67873493
"ENSG00000142867.8"	"chr1"	85731931
"ENSG00000142871.11"	"chr1"	86046444
"ENSG00000142875.15"	"chr1"	84543745
"ENSG00000142892.10"	"chr1"	77554675
"ENSG00000142910.11"	"chr1"	32042116
"ENSG00000142920.12"	"chr1"	33546705
"ENSG00000142937.7"	"chr1"	45240923
"ENSG00000142945.8"	"chr1"	45205490
"ENSG00000142949.12"	"chr1"	43990858
"ENSG00000142959.4"	"chr1"	45249257
"ENSG00000142961.10"	"chr1"	47073387
"ENSG00000142973.8"	"chr1"	47223510
"ENSG00000143001.4"	"chr1"	55446465
"ENSG00000143006.7"	"chr1"	53925072
"ENSG00000143013.8"	"chr1"	87794151
"ENSG00000143028.7"	"chr1"	110009180
"ENSG00000143032.7"	"chr1"	91177096
"ENSG00000143033.13"	"chr1"	93544792
"ENSG00000143036.12"	"chr1"	95285898
"ENSG00000143061.13"	"chr1"	117117031
"ENSG00000143067.4"	"chr1"	120162045
"ENSG00000143079.10"	"chr1"	112938803
"ENSG00000143093.10"	"chr1"	110574199
"ENSG00000143105.5"	"chr1"	111059839
"ENSG00000143106.8"	"chr1"	109941653
"ENSG00000143107.4"	"chr1"	109255279
"ENSG00000143110.7"	"chr1"	112016414
"ENSG00000143119.8"	"chr1"	111415775
"ENSG00000143125.5"	"chr1"	110993822
"ENSG00000143126.7"	"chr1"	109792641
"ENSG00000143127.8"	"chr1"	145524891
"ENSG00000143140.6"	"chr1"	147228332
"ENSG00000143147.10"	"chr1"	168053997
"ENSG00000143149.8"	"chr1"	165631453
"ENSG00000143153.8"	"chr1"	169074935
"ENSG00000143155.8"	"chr1"	168148171
"ENSG00000143156.9"	"chr1"	169101769
"ENSG00000143157.7"	"chr1"	166808681
"ENSG00000143158.6"	"chr1"	167885967
"ENSG00000143162.7"	"chr1"	167498914
"ENSG00000143164.11"	"chr1"	167905021
"ENSG00000143167.7"	"chr1"	167022073
"ENSG00000143171.8"	"chr1"	165370159
"ENSG00000143178.8"	"chr1"	168250278
"ENSG00000143179.8"	"chr1"	165796768
"ENSG00000143183.12"	"chr1"	165696032
"ENSG00000143184.4"	"chr1"	168545711
"ENSG00000143185.3"	"chr1"	168510003
"ENSG00000143190.17"	"chr1"	167190066
"ENSG00000143194.8"	"chr1"	166958346
"ENSG00000143195.8"	"chr1"	166882443
"ENSG00000143196.4"	"chr1"	168664697
"ENSG00000143198.8"	"chr1"	165600098
"ENSG00000143199.13"	"chr1"	167778625
"ENSG00000143207.15"	"chr1"	175913967
"ENSG00000143217.7"	"chr1"	161040785
"ENSG00000143222.7"	"chr1"	161122566
"ENSG00000143224.13"	"chr1"	161136200
"ENSG00000143226.9"	"chr1"	161475220
"ENSG00000143228.8"	"chr1"	163236366
"ENSG00000143248.8"	"chr1"	163080911
"ENSG00000143252.10"	"chr1"	161284047
"ENSG00000143256.4"	"chr1"	161070346
"ENSG00000143257.7"	"chr1"	161199456
"ENSG00000143258.11"	"chr1"	161129240
"ENSG00000143278.3"	"chr1"	197008321
"ENSG00000143294.10"	"chr1"	156720402
"ENSG00000143297.14"	"chr1"	157483167
"ENSG00000143303.7"	"chr1"	156698234
"ENSG00000143314.8"	"chr1"	156707095
"ENSG00000143315.5"	"chr1"	159997462
"ENSG00000143318.8"	"chr1"	160160285
"ENSG00000143319.12"	"chr1"	156691683
"ENSG00000143320.4"	"chr1"	156669398
"ENSG00000143321.14"	"chr1"	156711899
"ENSG00000143322.15"	"chr1"	179068462
"ENSG00000143324.9"	"chr1"	180601140
"ENSG00000143333.6"	"chr1"	182567758
"ENSG00000143337.14"	"chr1"	179851177
"ENSG00000143340.6"	"chr1"	179712298
"ENSG00000143341.7"	"chr1"	185703683
"ENSG00000143344.11"	"chr1"	183605220
"ENSG00000143353.7"	"chr1"	219347186
"ENSG00000143355.11"	"chr1"	197881037
"ENSG00000143363.11"	"chr1"	150980896
"ENSG00000143365.12"	"chr1"	151778547
"ENSG00000143367.11"	"chr1"	151512781
"ENSG00000143368.9"	"chr1"	149895209
"ENSG00000143369.10"	"chr1"	150480538
"ENSG00000143373.13"	"chr1"	151254094
"ENSG00000143374.10"	"chr1"	150459887
"ENSG00000143375.10"	"chr1"	151482986
"ENSG00000143376.8"	"chr1"	151584541
"ENSG00000143379.8"	"chr1"	150898739
"ENSG00000143382.9"	"chr1"	150521884
"ENSG00000143384.8"	"chr1"	150547032
"ENSG00000143387.8"	"chr1"	150768684
"ENSG00000143390.13"	"chr1"	151313116
"ENSG00000143393.12"	"chr1"	151264273
"ENSG00000143398.15"	"chr1"	151170425
"ENSG00000143401.10"	"chr1"	150190717
"ENSG00000143409.11"	"chr1"	150969025
"ENSG00000143412.5"	"chr1"	150954493
"ENSG00000143416.16"	"chr1"	151336778
"ENSG00000143418.15"	"chr1"	150933059
"ENSG00000143420.13"	"chr1"	150573327
"ENSG00000143434.11"	"chr1"	151104161
"ENSG00000143436.6"	"chr1"	151732119
"ENSG00000143437.16"	"chr1"	150782181
"ENSG00000143442.17"	"chr1"	151375200
"ENSG00000143443.9"	"chr1"	151020216
"ENSG00000143450.10"	"chr1"	151735445
"ENSG00000143452.11"	"chr1"	150670536
"ENSG00000143457.6"	"chr1"	150618701
"ENSG00000143458.7"	"chr1"	151043054
"ENSG00000143466.9"	"chr1"	206643791
"ENSG00000143469.12"	"chr1"	210111538
"ENSG00000143473.7"	"chr1"	210856555
"ENSG00000143476.13"	"chr1"	212208919
"ENSG00000143479.11"	"chr1"	206808881
"ENSG00000143486.11"	"chr1"	206744620
"ENSG00000143493.8"	"chr1"	212113741
"ENSG00000143494.11"	"chr1"	213123862
"ENSG00000143498.13"	"chr1"	222731244
"ENSG00000143499.9"	"chr1"	214454445
"ENSG00000143502.10"	"chr1"	223394161
"ENSG00000143507.13"	"chr1"	221874766
"ENSG00000143512.8"	"chr1"	222695602
"ENSG00000143514.12"	"chr1"	223967601
"ENSG00000143515.12"	"chr1"	154298029
"ENSG00000143520.6"	"chr1"	152321211
"ENSG00000143536.7"	"chr1"	152381719
"ENSG00000143537.9"	"chr1"	155023042
"ENSG00000143543.10"	"chr1"	153946745
"ENSG00000143545.4"	"chr1"	153954127
"ENSG00000143546.5"	"chr1"	153362508
"ENSG00000143549.15"	"chr1"	154127784
"ENSG00000143552.5"	"chr1"	153965161
"ENSG00000143553.6"	"chr1"	153631130
"ENSG00000143554.9"	"chr1"	153746830
"ENSG00000143556.4"	"chr1"	153430220
"ENSG00000143569.14"	"chr1"	154192655
"ENSG00000143570.13"	"chr1"	153931575
"ENSG00000143575.10"	"chr1"	154244987
"ENSG00000143578.11"	"chr1"	153940010
"ENSG00000143590.9"	"chr1"	155036224
"ENSG00000143595.8"	"chr1"	154293566
"ENSG00000143603.14"	"chr1"	154669931
"ENSG00000143612.14"	"chr1"	154179182
"ENSG00000143614.7"	"chr1"	153777201
"ENSG00000143621.12"	"chr1"	153634512
"ENSG00000143622.6"	"chr1"	155867599
"ENSG00000143624.9"	"chr1"	153700543
"ENSG00000143627.13"	"chr1"	155259630
"ENSG00000143630.5"	"chr1"	155247374
"ENSG00000143631.10"	"chr1"	152274651
"ENSG00000143632.10"	"chr1"	229566992
"ENSG00000143633.8"	"chr1"	231359509
"ENSG00000143641.8"	"chr1"	230193536
"ENSG00000143643.8"	"chr1"	231041989
"ENSG00000143653.9"	"chr1"	246887349
"ENSG00000143669.9"	"chr1"	235824341
"ENSG00000143674.6"	"chr1"	233463514
"ENSG00000143702.11"	"chr1"	243287730
"ENSG00000143740.10"	"chr1"	227916240
"ENSG00000143742.8"	"chr1"	225965531
"ENSG00000143748.13"	"chr1"	224415036
"ENSG00000143751.9"	"chr1"	226170403
"ENSG00000143753.8"	"chr1"	224363458
"ENSG00000143756.7"	"chr1"	224301789
"ENSG00000143761.9"	"chr1"	228270361
"ENSG00000143768.7"	"chr1"	226124298
"ENSG00000143771.7"	"chr1"	224544552
"ENSG00000143772.5"	"chr1"	226819391
"ENSG00000143774.12"	"chr1"	228327663
"ENSG00000143776.14"	"chr1"	227177566
"ENSG00000143786.3"	"chr1"	224622362
"ENSG00000143793.8"	"chr1"	228288427
"ENSG00000143797.7"	"chr2"	8992820
"ENSG00000143799.8"	"chr1"	226548392
"ENSG00000143801.12"	"chr1"	227057885
"ENSG00000143811.12"	"chr1"	226107578
"ENSG00000143815.10"	"chr1"	225589204
"ENSG00000143816.7"	"chr1"	228106357
"ENSG00000143819.8"	"chr1"	225997794
"ENSG00000143839.12"	"chr1"	204123944
"ENSG00000143842.10"	"chr1"	204042243
"ENSG00000143845.10"	"chr1"	204100190
"ENSG00000143847.11"	"chr1"	202995626
"ENSG00000143850.8"	"chr1"	204187979
"ENSG00000143851.11"	"chr1"	202116141
"ENSG00000143858.7"	"chr1"	202559724
"ENSG00000143862.3"	"chr1"	202102532
"ENSG00000143867.5"	"chr2"	19551246
"ENSG00000143869.5"	"chr2"	20866424
"ENSG00000143870.8"	"chr2"	10923517
"ENSG00000143878.8"	"chr2"	20646835
"ENSG00000143882.5"	"chr2"	10861775
"ENSG00000143889.11"	"chr2"	38789120
"ENSG00000143891.12"	"chr2"	38893052
"ENSG00000143919.10"	"chr2"	44589089
"ENSG00000143921.6"	"chr2"	44066103
"ENSG00000143924.14"	"chr2"	42396490
"ENSG00000143933.12"	"chr2"	47387221
"ENSG00000143942.4"	"chr2"	53994929
"ENSG00000143947.8"	"chr2"	55459039
"ENSG00000143951.11"	"chr2"	63348518
"ENSG00000143952.15"	"chr2"	64119280
"ENSG00000143954.8"	"chr2"	79252812
"ENSG00000143970.12"	"chr2"	25956622
"ENSG00000143971.7"	"chr2"	67624451
"ENSG00000143977.9"	"chr2"	70508494
"ENSG00000143994.9"	"chr2"	27346682
"ENSG00000143995.15"	"chr2"	66660584
"ENSG00000144015.4"	"chr2"	96257766
"ENSG00000144021.2"	"chr2"	96931870
"ENSG00000144026.7"	"chr2"	95813075
"ENSG00000144028.10"	"chr2"	96940074
"ENSG00000144029.7"	"chr2"	95752952
"ENSG00000144031.7"	"chr2"	71205510
"ENSG00000144034.10"	"chr2"	73956231
"ENSG00000144035.3"	"chr2"	73867959
"ENSG00000144036.10"	"chr2"	72403113
"ENSG00000144040.8"	"chr2"	73169165
"ENSG00000144043.7"	"chr2"	71213068
"ENSG00000144045.9"	"chr2"	74745258
"ENSG00000144048.6"	"chr2"	73989311
"ENSG00000144057.11"	"chr2"	107418056
"ENSG00000144061.8"	"chr2"	110879888
"ENSG00000144063.3"	"chr2"	110841447
"ENSG00000144115.12"	"chr2"	88469835
"ENSG00000144118.9"	"chr2"	120997640
"ENSG00000144119.3"	"chr2"	119913819
"ENSG00000144120.8"	"chr2"	120436743
"ENSG00000144130.7"	"chr2"	113479063
"ENSG00000144134.14"	"chr2"	114384806
"ENSG00000144136.6"	"chr2"	113403434
"ENSG00000144152.8"	"chr2"	112895962
"ENSG00000144161.8"	"chr2"	112969102
"ENSG00000144182.12"	"chr2"	99771418
"ENSG00000144191.7"	"chr2"	98962618
"ENSG00000144199.7"	"chr2"	97749320
"ENSG00000144214.5"	"chr2"	99900701
"ENSG00000144218.14"	"chr2"	100162323
"ENSG00000144224.12"	"chr2"	136499189
"ENSG00000144227.4"	"chr2"	139428342
"ENSG00000144228.4"	"chr2"	139259371
"ENSG00000144229.7"	"chr2"	137523115
"ENSG00000144230.12"	"chr2"	128403439
"ENSG00000144231.6"	"chr2"	128603840
"ENSG00000144233.5"	"chr2"	128619204
"ENSG00000144278.10"	"chr2"	154728426
"ENSG00000144283.17"	"chr2"	159313476
"ENSG00000144285.11"	"chr2"	166845670
"ENSG00000144290.12"	"chr2"	162280843
"ENSG00000144306.9"	"chr2"	175260458
"ENSG00000144320.9"	"chr2"	176788620
"ENSG00000144331.14"	"chr2"	180306709
"ENSG00000144339.7"	"chr2"	192813769
"ENSG00000144354.9"	"chr2"	174219548
"ENSG00000144355.10"	"chr2"	172949468
"ENSG00000144357.12"	"chr2"	170683968
"ENSG00000144362.7"	"chr2"	170550975
"ENSG00000144366.11"	"chr2"	189156396
"ENSG00000144369.8"	"chr2"	187558698
"ENSG00000144381.12"	"chr2"	198351305
"ENSG00000144395.13"	"chr2"	197504278
"ENSG00000144401.10"	"chr2"	208445355
"ENSG00000144406.14"	"chr2"	210636717
"ENSG00000144407.5"	"chr2"	209224438
"ENSG00000144410.4"	"chr2"	207804278
"ENSG00000144426.14"	"chr2"	203879602
"ENSG00000144445.11"	"chr2"	210886147
"ENSG00000144451.14"	"chr2"	214149113
"ENSG00000144452.10"	"chr2"	215796266
"ENSG00000144455.9"	"chr3"	3742498
"ENSG00000144460.10"	"chr2"	226265364
"ENSG00000144468.12"	"chr2"	227700297
"ENSG00000144476.5"	"chr2"	237476430
"ENSG00000144481.12"	"chr2"	234826043
"ENSG00000144485.6"	"chr2"	239146908
"ENSG00000144488.10"	"chr2"	239008798
"ENSG00000144504.11"	"chr2"	241418839
"ENSG00000144524.13"	"chr2"	232646381
"ENSG00000144535.15"	"chr2"	232825955
"ENSG00000144550.8"	"chr3"	9745491
"ENSG00000144554.6"	"chr3"	10068098
"ENSG00000144559.6"	"chr3"	11831916
"ENSG00000144560.9"	"chr3"	11597544
"ENSG00000144566.6"	"chr3"	19988571
"ENSG00000144567.6"	"chr2"	220040947
"ENSG00000144579.3"	"chr2"	219262979
"ENSG00000144580.9"	"chr2"	219433303
"ENSG00000144583.4"	"chr2"	217122588
"ENSG00000144589.16"	"chr2"	220462582
"ENSG00000144591.13"	"chr2"	220363589
"ENSG00000144597.9"	"chr3"	15468862
"ENSG00000144619.10"	"chr3"	2140497
"ENSG00000144635.4"	"chr3"	32567463
"ENSG00000144642.16"	"chr3"	29322473
"ENSG00000144644.10"	"chr3"	30767692
"ENSG00000144645.9"	"chr3"	31699382
"ENSG00000144647.5"	"chr3"	43120724
"ENSG00000144648.10"	"chr3"	42846244
"ENSG00000144649.4"	"chr3"	43020759
"ENSG00000144655.10"	"chr3"	39183346
"ENSG00000144659.6"	"chr3"	39424839
"ENSG00000144668.7"	"chr3"	37493606
"ENSG00000144671.6"	"chr3"	38323785
"ENSG00000144674.12"	"chr3"	37284668
"ENSG00000144677.10"	"chr3"	37903451
"ENSG00000144681.6"	"chr3"	36421836
"ENSG00000144711.9"	"chr3"	12938719
"ENSG00000144712.7"	"chr3"	12837971
"ENSG00000144713.8"	"chr3"	12875984
"ENSG00000144724.14"	"chr3"	61547243
"ENSG00000144730.12"	"chr3"	57124010
"ENSG00000144736.9"	"chr3"	72798428
"ENSG00000144741.13"	"chr3"	66119285
"ENSG00000144744.12"	"chr3"	69103881
"ENSG00000144746.6"	"chr3"	69134095
"ENSG00000144747.10"	"chr3"	69068978
"ENSG00000144749.9"	"chr3"	66429221
"ENSG00000144771.7"	"chr3"	54952264
"ENSG00000144785.4"	"chr12"	56679700
"ENSG00000144791.5"	"chr3"	45596886
"ENSG00000144792.5"	"chr3"	44619715
"ENSG00000144802.7"	"chr3"	101546835
"ENSG00000144810.11"	"chr3"	99357319
"ENSG00000144815.10"	"chr3"	101498046
"ENSG00000144820.3"	"chr3"	100328433
"ENSG00000144821.5"	"chr3"	108099216
"ENSG00000144824.15"	"chr3"	111451344
"ENSG00000144827.4"	"chr3"	111697857
"ENSG00000144834.8"	"chr3"	111717511
"ENSG00000144837.4"	"chr3"	119316689
"ENSG00000144840.4"	"chr3"	120405528
"ENSG00000144843.7"	"chr3"	119298115
"ENSG00000144847.8"	"chr3"	118619404
"ENSG00000144848.6"	"chr3"	112251356
"ENSG00000144852.12"	"chr3"	119499331
"ENSG00000144857.10"	"chr3"	112929850
"ENSG00000144867.7"	"chr3"	133502877
"ENSG00000144868.9"	"chr3"	132757235
"ENSG00000144891.13"	"chr3"	148415571
"ENSG00000144893.8"	"chr3"	150803484
"ENSG00000144895.7"	"chr3"	150264465
"ENSG00000144908.9"	"chr3"	125822412
"ENSG00000144909.7"	"chr3"	125247702
"ENSG00000144935.10"	"chr3"	142442916
"ENSG00000144959.5"	"chr3"	172348039
"ENSG00000144962.6"	"chr3"	172607148
"ENSG00000145002.8"	"chr8"	12282913
"ENSG00000145012.8"	"chr3"	187871072
"ENSG00000145014.13"	"chr3"	194308402
"ENSG00000145016.9"	"chr3"	197398264
"ENSG00000145020.10"	"chr3"	49454211
"ENSG00000145022.4"	"chr3"	49449639
"ENSG00000145029.7"	"chr3"	49460379
"ENSG00000145040.3"	"chr3"	48599160
"ENSG00000145041.11"	"chr3"	51433298
"ENSG00000145050.11"	"chr3"	51422478
"ENSG00000145075.7"	"chr3"	180320646
"ENSG00000145087.8"	"chr3"	120626919
"ENSG00000145088.4"	"chr3"	121554030
"ENSG00000145103.8"	"chr3"	121706170
"ENSG00000145107.11"	"chr3"	196042953
"ENSG00000145113.17"	"chr3"	195473636
"ENSG00000145147.15"	"chr4"	20254883
"ENSG00000145191.7"	"chr3"	183852826
"ENSG00000145192.8"	"chr3"	186330712
"ENSG00000145194.13"	"chr3"	183967438
"ENSG00000145198.10"	"chr3"	183948217
"ENSG00000145216.11"	"chr4"	54243810
"ENSG00000145220.9"	"chr4"	4269428
"ENSG00000145241.6"	"chr4"	68337521
"ENSG00000145242.9"	"chr4"	66185281
"ENSG00000145244.7"	"chr4"	47596015
"ENSG00000145246.9"	"chr4"	47487305
"ENSG00000145247.7"	"chr4"	48887036
"ENSG00000145248.6"	"chr4"	48485360
"ENSG00000145283.7"	"chr4"	87744621
"ENSG00000145284.7"	"chr4"	83550692
"ENSG00000145287.6"	"chr4"	84011201
"ENSG00000145293.10"	"chr4"	83351715
"ENSG00000145309.5"	"chr4"	71200683
"ENSG00000145321.8"	"chr4"	72607410
"ENSG00000145331.9"	"chr4"	100467866
"ENSG00000145332.9"	"chr4"	88081255
"ENSG00000145335.11"	"chr4"	90645250
"ENSG00000145337.4"	"chr4"	89442136
"ENSG00000145348.12"	"chr4"	106962756
"ENSG00000145349.12"	"chr4"	114372188
"ENSG00000145354.5"	"chr4"	103790135
"ENSG00000145358.2"	"chr4"	101107027
"ENSG00000145362.12"	"chr4"	113739265
"ENSG00000145365.10"	"chr4"	113195698
"ENSG00000145375.7"	"chr4"	123844229
"ENSG00000145384.3"	"chr4"	120238405
"ENSG00000145386.5"	"chr4"	122737599
"ENSG00000145388.10"	"chr4"	119606523
"ENSG00000145390.7"	"chr4"	120133742
"ENSG00000145391.9"	"chr4"	140417095
"ENSG00000145414.4"	"chr4"	164031225
"ENSG00000145416.9"	"chr4"	164445450
"ENSG00000145423.4"	"chr4"	154701744
"ENSG00000145425.5"	"chr4"	152020725
"ENSG00000145428.10"	"chr4"	154631277
"ENSG00000145431.6"	"chr4"	157681606
"ENSG00000145439.7"	"chr4"	169784921
"ENSG00000145451.8"	"chr4"	175558065
"ENSG00000145476.11"	"chr4"	187112674
"ENSG00000145491.7"	"chr5"	10441636
"ENSG00000145494.7"	"chr5"	1801514
"ENSG00000145495.10"	"chr5"	10353815
"ENSG00000145526.7"	"chr5"	19473060
"ENSG00000145536.11"	"chr5"	5140443
"ENSG00000145545.7"	"chr5"	6633456
"ENSG00000145555.10"	"chr5"	16665395
"ENSG00000145569.5"	"chr5"	14581884
"ENSG00000145592.9"	"chr5"	40825364
"ENSG00000145604.11"	"chr5"	36152091
"ENSG00000145623.8"	"chr5"	38845960
"ENSG00000145626.7"	"chr5"	35951112
"ENSG00000145632.10"	"chr5"	57749809
"ENSG00000145642.7"	"chr5"	63986135
"ENSG00000145649.7"	"chr5"	54398476
"ENSG00000145675.10"	"chr5"	67511548
"ENSG00000145681.6"	"chr5"	82933624
"ENSG00000145685.9"	"chr5"	77781038
"ENSG00000145687.11"	"chr5"	80708840
"ENSG00000145692.10"	"chr5"	78407602
"ENSG00000145700.5"	"chr5"	74364100
"ENSG00000145703.11"	"chr5"	75699074
"ENSG00000145708.6"	"chr5"	76248538
"ENSG00000145715.10"	"chr5"	86563705
"ENSG00000145721.7"	"chr5"	96427574
"ENSG00000145723.12"	"chr5"	102421704
"ENSG00000145725.15"	"chr5"	102455853
"ENSG00000145730.16"	"chr5"	102089685
"ENSG00000145734.14"	"chr5"	70751442
"ENSG00000145736.10"	"chr5"	70330784
"ENSG00000145740.14"	"chr5"	68389473
"ENSG00000145741.11"	"chr5"	72794233
"ENSG00000145743.11"	"chr5"	107194736
"ENSG00000145757.11"	"chr5"	94987885
"ENSG00000145777.10"	"chr5"	110405760
"ENSG00000145779.7"	"chr5"	118604387
"ENSG00000145780.6"	"chr5"	114856608
"ENSG00000145781.4"	"chr5"	115420688
"ENSG00000145782.8"	"chr5"	115163893
"ENSG00000145794.12"	"chr5"	126626523
"ENSG00000145808.4"	"chr5"	128795958
"ENSG00000145817.12"	"chr5"	143537723
"ENSG00000145819.11"	"chr5"	142149949
"ENSG00000145824.8"	"chr5"	134906373
"ENSG00000145826.4"	"chr5"	135257968
"ENSG00000145832.8"	"chr5"	135170338
"ENSG00000145833.11"	"chr5"	134094469
"ENSG00000145839.1"	"chr5"	135227935
"ENSG00000145850.4"	"chr5"	156346293
"ENSG00000145860.7"	"chr5"	158584417
"ENSG00000145861.7"	"chr5"	159774758
"ENSG00000145863.6"	"chr5"	160974069
"ENSG00000145864.8"	"chr5"	160715436
"ENSG00000145868.12"	"chr5"	147763498
"ENSG00000145879.6"	"chr5"	147691982
"ENSG00000145882.6"	"chr5"	148737570
"ENSG00000145888.6"	"chr5"	151202074
"ENSG00000145901.10"	"chr5"	150409506
"ENSG00000145907.10"	"chr5"	151150606
"ENSG00000145908.8"	"chr5"	150273954
"ENSG00000145911.5"	"chr5"	177540444
"ENSG00000145912.4"	"chr5"	177576461
"ENSG00000145916.14"	"chr5"	177557997
"ENSG00000145919.6"	"chr5"	173034517
"ENSG00000145920.10"	"chr5"	175223313
"ENSG00000145934.11"	"chr5"	166711804
"ENSG00000145936.4"	"chr5"	169801675
"ENSG00000145945.5"	"chr6"	3849620
"ENSG00000145949.8"	"chr6"	2663863
"ENSG00000145965.5"	"chr6"	3982909
"ENSG00000145975.9"	"chr6"	4049668
"ENSG00000145979.13"	"chr6"	13266774
"ENSG00000145982.7"	"chr6"	5261277
"ENSG00000145990.6"	"chr6"	13358062
"ENSG00000145996.7"	"chr6"	20534688
"ENSG00000146005.3"	"chr5"	139175406
"ENSG00000146006.7"	"chr5"	138204612
"ENSG00000146007.6"	"chr5"	140078265
"ENSG00000146013.6"	"chr5"	137588068
"ENSG00000146021.10"	"chr5"	136953189
"ENSG00000146038.7"	"chr6"	24171984
"ENSG00000146039.6"	"chr6"	25754927
"ENSG00000146047.4"	"chr6"	25727137
"ENSG00000146049.1"	"chr6"	24357131
"ENSG00000146066.2"	"chr5"	175815748
"ENSG00000146067.11"	"chr5"	176946789
"ENSG00000146070.12"	"chr6"	46671938
"ENSG00000146072.6"	"chr6"	47199268
"ENSG00000146083.7"	"chr5"	175953698
"ENSG00000146085.7"	"chr6"	49398073
"ENSG00000146090.11"	"chr5"	179527795
"ENSG00000146094.9"	"chr5"	176928908
"ENSG00000146109.3"	"chr6"	26597180
"ENSG00000146112.7"	"chr6"	30644166
"ENSG00000146122.12"	"chr6"	39760142
"ENSG00000146143.13"	"chr6"	57179603
"ENSG00000146147.10"	"chr6"	53794780
"ENSG00000146151.8"	"chr6"	55299167
